Unnamed: 0,rating,title,text,topic
579,2.0,Not great,"I like that it came with tweezers and the razor, but that's all i cared for. The pen itseld is no good.",Complete Brow Kit
580,5.0,Have to buy.,This product is AMAZING to start off. It does not smudge. Great quality. The color is so natural and not so much of harsh ink. Well buy again.,Complete Brow Kit
581,5.0,Amazing!,Worth every penny!,Complete Brow Kit
582,5.0,It’s good,I like it,Value for Money
583,4.0,"Tough to use at first, but good eyebrow pen","Pretty easy to use once you get the hang of it, but at the same time, somewhat complicated. If you make a mistake, it’s tough to make it blend without it being too thick and once this is on there, it’s definitely on there...doesn’t smear. It will take some practice, but you get the hang of it. I’ve found if I do make a small mistake, I can use an eyebrow brush to blend it a bit better. I usually brush in the opposite direction and then the direction of my eyebrows and it helps a lot. But all in all, this is a good eyebrow pen and does help color in thin or spotty eyebrows.",Complete Brow Kit
584,5.0,Great stencils,Bought this for my mom and she absolutely loved the set of stencils. Definitely makes drawing in eyebrows less of a chore.,Complete Brow Kit
585,5.0,Long lasting and water proof,"I bought this for my wife soon as she saw it in Amazon. It lasts long and water-proof. The little problem is the color. We bought the color of chestnut since there's no lighter ones available (at that time). It turns out to be darker than what we thought. Another small thing is, she needs to learn how to draw with this pen to emulate natural ""brow look"".",Long Lasting Wear
586,3.0,Handy kit,Convenient and handy kit,Kit Completeness Accessories
587,3.0,Handy kit,Convenient and handy kit,Kit Completeness Accessories
588,1.0,No lo compres,"Mala calidad, no sirve, no funciona y se seca en cuestión de días",Value for Money
589,5.0,Super easy to use - long lasting wear,"I really like this product. You can easily build on to make it darker; however wait until the first coat dries before you build. I haven’t had any smudging problems, and it stays on really well!!",Long Lasting Wear
590,5.0,My wife loves it!,My wife loves it!,Value for Money
591,5.0,Error proof,The pen was easy to use and it stayed on all day.,Complete Brow Kit
592,5.0,Just what I needed,"This is the perfect color, a grayish brown, most eyebrow products are too warm. Also has the perfect consistency and lasts until you wash it off. Looks like I had my eyebrows microbladed!",Complete Brow Kit
593,5.0,I love it!,Easy to use and looks great!!,Complete Brow Kit
594,5.0,My favorite!!,It's easy to use and it's sweat proof!! This is going to be my go to product to use !!!!,Beginner Friendly Use
595,1.0,Not recommended,"There is barely any ink in this. Theoretically it's a great idea, design but the quality is crap. The color is off too. Waste of money, unfortunately.",Color Accuracy Concerns
596,5.0,Product gets the job done,I love this product ! Second time ordering it . It last soo long and you can sleep with it and wake up to it still on!,Long Lasting Wear
597,5.0,This brow pen gives my eyebrows life!,"I love that this eyebrow tattoo pen is the perfect color to match my brows (chestnut). Its moisture wicking feature keeps my brows from looking too wet. I'm not a makeup artist but this pen gives me the glamour look that I desire. The magic lies in the four soft fork tips. These fork tips give my eyebrows their natural hair-like appearance. I love that it's smudge-proof as I wear mine all day without having to reapply. The tattoo pen is lightweight, portable, and very easy to use. With its slim pencil-like style, I can easily fill in my brows to give them a thicker, fuller look. I am very pleased with not only the way this tattoo pen helps me to achieve an elegant, finished look each time I use it, but it also comes at a very affordable price. So, for the quality and the price, I will definitely continue to make future purchases of eyebrow tattoo pens by Music Flower.",Complete Brow Kit
598,5.0,Great product,Loved it!! Easy to use and stays on perfectly throughout the day! The 3 prongs give your brows a great shape! 10/10 recommend!,Complete Brow Kit
599,5.0,Easy Peasy to use,Easy to use; glides right on,Beginner Friendly Use
600,5.0,Best product!,This product is amazing! Will be buying again.,Product Drying Out
601,5.0,Staying Power,"I enjoy how easy the pen is to use and that it doesn't fade.  By the end of the day, it's still easy to wash off.  Just enough product goes on the skin to make the brows look very realistic.  I will likely be trying the black one next.",Complete Brow Kit
602,5.0,Fantastic product!,I ordered this product in two different colors and they both look great! The pen came with awesome tools to shape my brows. I bought one for my sister because I liked it so much!,Complete Brow Kit
603,5.0,Easy to use product,Easy to use and nice look when filling in the brows,Complete Brow Kit
604,5.0,Love it!!,"Great! I love it.  Super easy to use and last all day.. Very satisfied with this product, I'll order one more for mom and sister..👏👍",Beginner Friendly Use
605,5.0,Love the pen,I loved the pen and the materials it came with.  Nice packaging as well.  It is easy to use plus I love the fact it's not completely waterproof (as long as you try to take it off within a minute or so of application) in case you make a mistake.  Don't leave it on too long or you will have a hard time getting it off.<br />Overall 5 stars!,Complete Brow Kit
606,5.0,Easy brows,Great. Very easy to use  I have purchased this again,Complete Brow Kit
607,5.0,Works great!,Easy to use!,Beginner Friendly Use
608,5.0,Works great!,I had my eyebrows microshaded but they have faded a lot and look ashy now. They still have a good shape so this was so easy to use. Be careful and go gently or too much product will come out. I have a comparison picture of before and after if I can figure out how to add it.,Complete Brow Kit
609,5.0,Great product,"This is a great eyebrow pen, it works as expected and my eyebrows looks great with it. Would definitely recommend and would buy again.",Complete Brow Kit
610,4.0,Easy to use,"This product was very easy to use . As we age eyebrows can get sparse , but now we can freshen them back up.",Complete Brow Kit
611,1.0,Couldn’t use it. Totally dry.,Mine was completely dry. Couldn’t use it.,Product Dryness Issues
612,5.0,Great,Nice product. Will buy again .,Complete Brow Kit
613,5.0,Eyebrow application review,The pencil/ brush went on smooth and the eyebrow pattern was very helpful for application,Complete Brow Kit
614,5.0,Love it,Love it very easy to use.,Beginner Friendly Use
615,5.0,Can't beat the quality and price.,"This is super easy to use, dries quick and doesn't smudge. It is awesome for the price!",Beginner Friendly Use
616,5.0,Nice eyebrow pen,"I like the color and easy to use, looks very natural, good purchase!",Complete Brow Kit
617,4.0,Color is different than expected,The color was a bit different than expected. It has a lot of red tones to it.  Perhaps offer more shades,Color Accuracy Concerns
618,2.0,May be too small,"The ease of application is great but the micro blades are small so you cannot easily see the individual ""hair-like"" strokes.  I'm going to continue to look for a brand that is more suitable.  this one tends to apply like one stroke not individual hairs as depicted.",Application Difficulties
619,5.0,Great!!,Like,Value for Money
620,2.0,Didnt work for me,The item didn't work for me.  Didn't Hinges for my brow so I went back to using standard brow pencil,Complete Brow Kit
621,5.0,Satisfied with this product,This was exactly what I was looking for. Stays on until makeup comes off.,Complete Brow Kit
622,5.0,It works,Easy to use,Beginner Friendly Use
623,5.0,Great product !,Really like this brow pencil stays on till removed does not smudge will definitely buy again.,Complete Brow Kit
624,5.0,Waterproof,Love it!<br />I groom dogs and have had an issue keeping my makeup on when getting water splashed on me through out the day. This eyebrow pen stays on! It is the best!,Complete Brow Kit
625,5.0,Perfect Eyebrows,I’m so excited to receive this today! It’s an excellent product for an excellent price! It’s easy to use and stays on! Highly recommend!!,Complete Brow Kit
626,5.0,Easy to use.,Great product. Goes on well and looks nice. I will definitely buy this again!,Complete Brow Kit
627,5.0,Beginner friendly,This product is very easy to use and beginner friendly for those that don't have much experience with brows.  My brows look very full and natural after using this pencil.  I plan to order my mother one as well.,Beginner Friendly Use
628,1.0,Doesn't work after fist use,"Very expensive for something that only works once. The first time worked ok, after that you have to press so hard to get any product out onto the drawing points, the resulting effect is heavy and splodgy. Itried all the tip such as pressing it on paper first, which is fine, you get the intial''splodge''on the paper but then it still doesn't draw when you return to your eyebrows. Don't waste your money.",Complete Brow Kit
629,5.0,Super!,Long lasting and makes actual hair strokes. Doesn't drive out fast. Love! Just what I was looking for.,Complete Brow Kit
630,5.0,Highly recommend!,"The 4 point eyebrow pen is a great product.  It's easy to apply a little or a lot, and it stays in place really well. I'll definitely get it again.",Complete Brow Kit
631,5.0,Does not smudge & last all day,"Love it! Very easy to use, does not smudge, last all day and I like how it look real! Great product.",Complete Brow Kit
632,2.0,Cheap,Not worth it,Product Not As Described
633,5.0,The best kit I have used in a long time,"I got the product today tried it out took me a while to be light handed but got the hang of it. It is easy to use and love the little kit that it comes with. The color is great and stays on just like it said ,will be purchasing again",Complete Brow Kit
634,5.0,Excellente,Bello,Value for Money
635,5.0,Eye browns looking soooooo good,Love love love this product! Great quality and very fair price. Love that it comes as a kit. I’m new to adding any makeup to my eyebrows so all the stuff that comes with this order is just what I needed!,Complete Brow Kit
636,5.0,Great,works wonderful,Value for Money
637,5.0,Works wonders. ❤️❤️,Love this product ❤️❤️❤️,Product Drying Out
638,1.0,Don’t buy,Do not buy. Color says dark brown and it’s red.,Product Not As Described
639,5.0,A must have for blond brows!,"If you have blond, gray, or sparse brows this is a MUST HAVE for you!!  Easy to use and looks great!!!  HIGHLY RECOMMENDED!",Complete Brow Kit
640,5.0,How simple this is,I absolutely love this product!! It is easy and lasts ALL DAY!!!,Complete Brow Kit
641,5.0,Natural looking brows,Great for filling in sparse brows and grooming tools were a wonderful bonus.,Complete Brow Kit
642,5.0,Perfect deal,Pen was exactly what I expected and needed it was easy to use and smidge proof.,Kit Completeness Accessories
643,5.0,MY FAVORITE EYEBROW PEN #1!!!,"This is the second time that I ordered this pen, and I am so pleased. It became my favorite eyebrow pen ever, #1!!!",Complete Brow Kit
644,5.0,I love this brow pen!,"I've gone through several different ""tattoo"" eyebrow pens on Amazon.  This one is amazing!  It goes on easy and actually does look like hair strokes.  The others just looked like I use a marker on my brows.  This looks natural.  I bought the dark brown/chestnut color.  Matches my brows perfectly.",Complete Brow Kit
645,5.0,"Love this! Looks natural, does not smudge!","I was entirely impressed with this eyebrow pencil!! Not only did I get a pencil, but eyebrow stencils, NICE tweezers (pink yayyy) and an eyebrow trimmer (I think that’s what it’s for). It looks completely natural and does NOT smudge. I’m so glad I gave it a shot bc it makes me look more clean cut. Very nice. Totally recommend! Well worth it for the quality and price! (I used it very lightly, I easily would go on much darker)",Complete Brow Kit
646,3.0,disappointed,dark chocolate was as dark as I thought it would be. Does not come out has nicely has I like it too.,Product Drying Out
647,4.0,Definitely smudge proof.,I just received my brow pen. Super easy to use. The color was a great match. As far as the wear of the pen. I was able to wipe off the mistake I made quite easily with just water. So I don’t know how water proof it is. I will test and report back in a few days.  But it is smudge proof. Once it drys it doesn’t smudge which is awesome.,Complete Brow Kit
648,1.0,A flawless look,"Everything , not what I expected at all",Complete Brow Kit
649,5.0,Excited,It really works,Beginner Friendly Use
650,5.0,Really works,So far it's been awesome. First time trying it and looks like the real thing.,Value for Money
651,5.0,Best natural looking brow pen ever!,Best natural looking brow pen ever!,Complete Brow Kit
652,5.0,Love it!,"Love this product.  Easy to apply and it lasts all day, I will definitely be purchasing again.",Complete Brow Kit
653,5.0,Best eyebrow coverage,"easy to use, does not smudge and is waterproof.  Color is good match and natural looking,",Complete Brow Kit
654,5.0,This is a no-brainer! Super easy to use!,Product was so easy to use and I loved the eyebrow templates that came with it!,Complete Brow Kit
655,5.0,Works great!,"I bought it for my mom and she is so happy using this pen for her eyebrows, it looks natural, just what she wanted.",Complete Brow Kit
656,5.0,Great product!,Super easy to use and blend.,Beginner Friendly Use
657,5.0,Love love love !!!!,I’m not so good with eye brows but this pen and stencil makes me look like a pro it’s very easy to use and my brows came out perfect I got so many compliments I would def refer this out to anyone I love this product,Complete Brow Kit
658,4.0,Easy to use,It was easy to use and didn’t run off when I worked outside.,Beginner Friendly Use
659,5.0,Just as pictured!,Works just as described! Easy to use!,Beginner Friendly Use
660,1.0,Horrible,Worst I have ever used only 70° and still melted down my face,Complete Brow Kit
661,5.0,So excited,"So excited to test out this product. Didn't realize it came with extra goodies. Blade,tweezer,and stencils.",Included Bonus Tools
662,5.0,Great brow pencil,"Love it, so much better than a normal brow pencil!",Complete Brow Kit
663,3.0,Meh,Just ok.  Not nearly as easy to use as the Instagram video would lead one to believe.  Be forewarned that this company offers a $10 gift card in exchange for a 5-star review.  Not very ethical in my opinion.,Application Difficulties
664,5.0,Easy to use!,Easy to use!  The color was perfect!,Beginner Friendly Use
665,1.0,Don’t buy,Not worth your money do not buy,Product Not As Described
666,5.0,Extremely satisfied with my purchase,I loved that it’s not dried out like the ones i bought from other sellers,Product Drying Out
667,5.0,Pretty good product,I would have bought a darker color,Color Matching Issues
668,5.0,WORKS AS ADVERTISED,"THE EYE BROW  PEN WORKS GREAT WITH ARE WITHOUT THE BROW OUTLINERS THEY GIVE YOU, WILL BUY AGAIN",Complete Brow Kit
669,5.0,Very easy to use,"I love the way this goes on the eyebrow. Really, really smooth and easy.  Wonderful product!",Complete Brow Kit
670,2.0,This item is equivalent to a brown washable marker. Definitely not a eyebrow pencil!,This is a brown marker and not a magic marker either. Very easy to wipe away! Disappointed,Complete Brow Kit
671,1.0,Chesp,Didn’t go on right. Brush cheap,Complete Brow Kit
672,5.0,Great eyebrows,My eyebrows look so great! Product was easy to use.,Complete Brow Kit
673,5.0,Nice little kit,"I ordered this for my mother, but bought one for myself so I could see what it was all about. Honestly very pleased with it! I didn't even realize that it came with the razor, tweezers and eyebrow templates!  I'm very happy with this purchase!",Complete Brow Kit
674,5.0,Awesome,I like how my eyebrows look with this product.,Complete Brow Kit
675,3.0,Normal,Clear color,Color Accuracy Concerns
676,5.0,Great product. Easy to use. Won't hesitate to recommend,I received my microblading eyebrow pen today and used it immediately. It was easy to use and I could see a stark difference to my brows. They looked great.,Complete Brow Kit
677,5.0,It works!,Really is waterproof! I really like it!,Product Drying Out
678,5.0,Productos de belleza,"Excelente producto,  me encanto,  para mi gusto esta super bien.",Value for Money
679,5.0,Great purchase,Great product! Arrived on time and as is. Easy to use and great color.,Complete Brow Kit
680,3.0,Se seca pronto,Esta muy bien pero vino casi seco :-(,Application Difficulties
681,1.0,Did NOT work😕,Used it once and the next day nothing came out. Waste of time and over priced,Complete Brow Kit
682,5.0,Love this brow pen,Love the natural look of my brows.  Seems to be a terrific and cheaper alternative to brow tattooing.,Complete Brow Kit
683,2.0,Doesn't go on as advertised.,The product is not what I thought it should be. It doesn't stay on as long as it was advertised. It's to dark for me. I have blonde hair and I thought that chestnut would be lighter than that. Not worth the money I paid for it. Not happy with it at all.,Product Not As Described
684,5.0,Excellent,"Fast shipping, great packaging.  Love this product works great.",Complete Brow Kit
685,5.0,Great quality and price,Great product. And all the extra goodies that came with. Definetly recommend.,Kit Completeness Accessories
686,5.0,best eyebrow filler!,This product is amazing!! Stays on great once dried... fills in easily. Love it!,Complete Brow Kit
687,1.0,Doesn’t look good,Color didn’t match and the ink dried up really fast. Couldn’t get it to blend well. Strokes were to thick. Stick with an eyebrow pen.,Complete Brow Kit
688,2.0,Don’t buy!,Not a consistent liquid flow which makes dark and light spots!  Waste of money!,Product Not As Described
689,5.0,Excellent product,"Easy to use, looks great especially where my eyebrows are very thin or missing",Complete Brow Kit
690,5.0,Perfect color,Easy to use<br />perfect Color,Color Accuracy Concerns
691,3.0,Affordable,It’s okay I liked it when I first bought it but after a few uses it doesn’t really color in or shape like expected. It’s is a great price though. I’ve been storing it upside down so that when I use it next I get more of a flow. It does wash off easily with soap.,Beginner Friendly Use
692,5.0,Lines look real.,The first time I used this I was very impressed.  The brow lines look extremely natural.  I am very happy with this product.,Complete Brow Kit
693,5.0,Perfect color for,Great quality come with some extra stuff love it,Kit Completeness Accessories
694,5.0,Love it!!!!,"Great product, make my brows look natural!",Complete Brow Kit
695,5.0,Worth it!,Having overtweezted in my earlier years I needed to fill in some space between my brows and have made this a morning routine for years. This product is excellent and much more efficient and more natural looking than using fine brushes to draw single strokes and is definitely long lasting. I’ve tried other drugstore makeup products similar to this and this one beats them “hands down”. Worth the small price for more natural long lasting eyebrows.,Complete Brow Kit
696,5.0,Great product,This eye brow pen works great and super easy to use. Great product !,Complete Brow Kit
697,1.0,It barely had ink,Product seemed to be drying out,Product Drying Out
698,5.0,Easy to use,Item arrived quickly. Long lasting color.,Beginner Friendly Use
699,5.0,Great brow filler!,"This product filled in my eyebrows in a natural, not boxy way. Easy to use and lasted the whole day.",Complete Brow Kit
700,1.0,Scam don’t buy,Scam,Product Not As Described
701,5.0,Easy to apply,"Worked perfect! Love the product, easy to use and lasted all day. Highly recommended!!",Complete Brow Kit
702,5.0,It doesn't come  with instructions for the microblade or the eyebrow stencils,I would have liked some instructions on how to use the razor and it does smudge if you touch it right away.  Makeup wipes take it right off.  If your skin is moist or oily it does not work that great.  I bought two different colors.,Complete Brow Kit
703,5.0,amazing never expected it,"the item was delivered immediately, when my aunt applied it and tried to wipe it didn't wipe easily. great product overall. can not wait to buy agaim",Complete Brow Kit
704,5.0,Incredible Product !!!,"This is a really nice product, something I've wanted to try for a while. Ok, I finally got the nerve up to just do it. It definitely require some practice to meet any semblance of perfection. But, that's not a reflection upon the product at all because even without practice, it did turn out fairly nice! No smudges!!! Also, I really like that I was able to lighten it up with a soft, slightly moistened tissue! Give it a go and you won't be disappointed!",Complete Brow Kit
705,5.0,Just as advertised!,This pen is really easy to use and I love the lines for that micro blading effect.,Beginner Friendly Use
706,5.0,Easy to use,Good one. I liked it. Easy to use.,Beginner Friendly Use
707,5.0,Color,"Very happy with the product,",Color Accuracy Concerns
708,5.0,Good product!,I have only used it for a few days but so far so good. I like the natural/microblading look. I wanted to try microblading but I wanted to see how it looked first. This is just as good without the risk of error.,Complete Brow Kit
709,2.0,Long Learning Curve,"If , like me you have very spare eyebrows this  is not the better method.<br /> Does Not look like little hairs the points are not that fine, and if you are not a makeup artist--the practice time involved to get very good with this device is lengthy and this is a wash your face & start over situation.",Complete Brow Kit
710,5.0,Great brow pen!,"Easy to use.  I have been contemplating getting my brows microbladed, but I do enjoy changing the look of my brows depending on the occasion, and of course, you can't if they are permanent. I love the fine hair strokes this pen makes, and the fact they don't smudge during the day since I have oily skin.  I will definitely keep using these pens!",Complete Brow Kit
711,1.0,"Cheap to me, might have bad one",Pen dries out while using,Product Drying Out
712,5.0,Fast shipping,Easy to use and looks great!  Had a different brand but like this one so much better.,Complete Brow Kit
713,5.0,Great Eyebrow Pen,This is a great quality eyebrow pen. Looked realistic on my brows and helped me fill in sparse parts. Would definitely recommend!,Complete Brow Kit
714,5.0,So smudge proof!,I love that it's water proof. I literally had to use soap and a little elbow grease to remove my practice eyebrow.,Complete Brow Kit
715,5.0,Stays put all day,I love this pen. The color I choose was too light but with a few more light strokes I can darken up my brows.,Complete Brow Kit
716,5.0,Great purchase!,"I have had nothing but good results with this pen! Other pens I have used were only good for one or two uses, and dried out or lost the micro blade look. This one works great!!",Beginner Friendly Use
717,4.0,Good product but wrong color,The product is great but they sent the wrong color. Doesn't work for my skin tone.,Color Matching Issues
718,5.0,Works great!,This product was so easy to use and made my eyebrows look like real eyebrows again!,Complete Brow Kit
719,5.0,awesome product,Works great and looks natural!,Complete Brow Kit
720,2.0,Stopped working after two uses.,"I loved this when I first got it. Made filling in my sparse brows easy and they looked full but natural. Unfortunately, there was no product left after two uses. Has the potential to be a great product, too bad it doesn't last.",Product Drying Out
721,5.0,Very Good Product,This product worked really well and I am proud of the results I achieved because of them!!!!!!!,Complete Brow Kit
722,1.0,Not for me,Not my favorite.  Maybe better for someone with thicker eye brows,Complete Brow Kit
723,5.0,Amazing product.,Amazing. Love it.,Complete Brow Kit
724,1.0,Does not work,"Nothing shows up if you are putting this on over your natural eyebrow hair.  I suppose if you didn't have any eyebrow hair, this would work to draw on, but if you are trying to fill in, the ink or pigment does not go onto skin through eyebrows.",Complete Brow Kit
725,1.0,Cannot control the flow,Too much ink flows,Application Difficulties
726,5.0,Very natural effect and easy to apply,I’ve been looking for a good eyebrow product for a long time and this is fabulous! I have uneven colored brows and this product provided an even effect and it was very easy to use.,Complete Brow Kit
727,5.0,It's smudge proof once it dries and it dries pretty quick,"It was a good deal and it came with stencils which helped me a lot cause my eye brows are all over the place.  The pen is not hard to use, just follow the instructions.  The chestnut color I picked was a little too light for me.  Next time I will definitely go darker. I normally like brown, but the chestnut one was lighter than I thought.",Complete Brow Kit
728,5.0,Awesome!,"Love this product! Only thing that I have ever bought that makes my eyebrows look good. So happy with it, will be a continued customer! 5 stars!",Complete Brow Kit
729,5.0,Easy to use!,I love how easy it is to use and how you can see each streak individually making it look so natural! I could never fill in my brows with any other product without having to redo like 5 times! With this I have amazing looking brows in under a minute!,Complete Brow Kit
730,5.0,Spot on,"Item as described, color is spot on and goes on very nice. Happy with my purchase!",Color Matching Issues
731,5.0,Loving this pen!,"The pen is so easy to use, looks very much like tiny eyebrow hairs once applied and it stays put no running or fading.  Color is great also.... very happy with this purchase and it comes with tweezers and eyebrow shapers if you need added assistance applying.  Will definitely purchase again!",Complete Brow Kit
732,5.0,Best product,Easy to use stays on very 👍,Complete Brow Kit
733,2.0,Loved it UNTIL....,Dissapointed.  I loved it until it dried out 2 weeks after my first use.  Pen was covered after each use. Not sure what happened there. :(,Product Drying Out
734,1.0,The worst product ever,"Sadly, the worst makeup product I’ve ever purchased and attempted to use. It’s either already out of ink upon receipt or it’s just a fraudulent claim of a product. Two stars for “smudge-proof” since if you finally get anything out of it, you’ve likely had to smash it into your brow, thereby removing any opportunity for precision, and those resulting smudges are inconveniently hard to remove.",Complete Brow Kit
735,5.0,Makes me feel like I have eyebrows now!,Great product. Love that it has options of color to match your skin tone / eyebrow color desire. I love how full and filled my eyebrows now look. My eyebrows have always been so thin and light to where it looks like I don’t have any - this helps me feel like I finally have eyebrows ! Definitely recommend this product.,Complete Brow Kit
736,5.0,LOVE LOVE LOVE!,"This is by far my favorite brow pencil/pen EVER! The markings can be completely precise, or you can add a little flow to the brows for a more natural looking. I do apply the brow color before the rest of my makeup so I can lighten the color a bit because I have an extremely fair complexion. Also, the brown razor is AMAZING. It’s helping me keep certain areas fresh without over plucking so my brows can fill out some more. Overall, this product is beyond five stars and I highly encourage you to test it out!",Complete Brow Kit
737,1.0,Hope you like it,"Not as advertised. Even with thin or light strokes it does not create ""eyebrow like hairs"", instead it works as any ole eyebrow pen. I also hope you have no intentions to return it because they do NOT allow a refund or easy returns. Good luck",Complete Brow Kit
738,1.0,Not waterproof!!!!,If I could give it zero stars I would.  It was running down my face b4 I could even finish my makeup application.  Definitely not waterproof.,Product Drying Out
739,5.0,Easy to use,"So glad I came accross  this product, make easy for  people like me that have very basic knowledge about make up to have nice eyebrows. Very easy to use and I love the guide stickers",Complete Brow Kit
740,5.0,Just what I expected,Very happy with this product and the service!,Value for Money
741,1.0,Won’t  buy again,Was pretty much dry. I will not buy again.,Product Dryness Issues
742,4.0,Not to give up too soon.,Although it seems to have run out it is still usuable for quite a while and it definitely stays on.,Long Lasting Wear
743,5.0,Great 👍 👌,"I love that u bought it, very good and easy to use",Beginner Friendly Use
744,5.0,Actually has ink,I have tried a couple of these pens.  This one actually has ink.  Overall good product.  it is indeed smudge proof but as a pen it is harder to blend.  Will keep working at it and I think it will be a good addition to my eyebrow regimen.,Complete Brow Kit
745,5.0,Good produt.,easy to use and durable.,Beginner Friendly Use
746,5.0,"Great Microblading Pen, will order again.",It's a great microblading pen and at a great price.,Complete Brow Kit
747,1.0,Hard to use for natural look,Couldn’t use way too much product on my eyes. Very dark.  Hard to make it look natural. I am a cosmetologist. Worked with make up all the time,Complete Brow Kit
748,5.0,Great product and color!,"First time using this product and I love the color. It comes with some bonus tools, which are great. I would purchase again.",Included Bonus Tools
749,5.0,Perfect gift for my eyebrows!!,"Wow, I received this product two days before expected!!!<br />It is really easy to use, and I love the look it give to my eyebrows",Complete Brow Kit
750,1.0,Think twice,The ink does not come out freely.  Time consuming and you have to apply a lot for fullness.,Application Difficulties
751,5.0,Amazing !!,"Definitely recommend, came with everything listed and such a cute brow set, will be ordering one for both my sisters! 😍",Complete Brow Kit
752,5.0,Easy to use,Realistic lines,Beginner Friendly Use
753,5.0,Great easy coverage,The ease of the application of the pencil and stencils is easy,Beginner Friendly Use
754,1.0,The coloring description is off,"They aren't really easy to work with and the coloring for ""brown"" is really light.",Color Matching Issues
755,5.0,Works great!,Works great!,Kit Completeness Accessories
756,1.0,Don't buy,Too dark and did not live up to my expectations,Color Accuracy Concerns
757,1.0,color didn't match,"This had a like an orange tinge to it. My hair is super dark brown, so this item went straight into the trash.",Color Matching Issues
758,5.0,Awesome product,Love it!! Works great!,Complete Brow Kit
759,5.0,Great easy coverage,The ease of the application of the pencil and stencils is easy,Beginner Friendly Use
760,5.0,Liquid eyebrows pen,I am very happy and it arrived on time,Complete Brow Kit
761,5.0,Great,Great product,Complete Brow Kit
762,5.0,Obsessed,"I’ve been trying so many this kind of product and finally found the best product!!<br />Easy to draw, waterproof...Luv it !!",Complete Brow Kit
763,5.0,Great product!,"Perfect shade and very easy to use. The micro tips make beautiful, natural-looking eyebrows.",Complete Brow Kit
764,1.0,Don't waste your money!!!,"The fact that the product was dried, out unable to use. Only good thing was the eyebrow razor for shaping the brows.",Product Drying Out
765,1.0,Waste,Waste of money,Product Drying Out
766,5.0,Great!!,Great quality! Super easy to use and doesn’t make a mess. Love it. Will probably get another darker shade for winter.<br />Love it!,Complete Brow Kit
767,5.0,Love it,Perfect for what I needed it for thin lines not runny at all..,Complete Brow Kit
768,1.0,This does not work,"The product , I bought one, it didn't wok and was dried out so I ordered another one and it was also dried out",Product Drying Out
769,5.0,Excelente producto.,"Me gusto mucho,  un kid muy completo👌👌👍👍👍",Value for Money
770,5.0,Buen producto,"Me gusto mucho el producto ! Llego a tiempo , súper bien empacado y muy completo .<br />El producto y accesorios muy buena calidad .",Value for Money
771,5.0,Wife says it works great.,"I have no idea what this is, but my wife loves it.",Value for Money
772,5.0,Best I have every tried,"I just received my order and I love it. Goes on smooth,looks great,does not smudge I am so happy I found this product.",Complete Brow Kit
773,5.0,Apply slowly....,"Great product, would use again....",Application Difficulties
774,5.0,Love it!,"I really can't imagine using anything else now. So easy and fun to use, eyebrows are now my favorite part of my makeup routine :)",Complete Brow Kit
775,5.0,Great product for eyebrows,I just needed something to fill in the gaps and this product works great.  I will get a darker one next time.  I have dark brown hair and I got chestnut.  A little light for me but still works great!,Complete Brow Kit
776,2.0,Didn’t feel it was what I ordered,The color of the pencil was not what I expected. Either I didn’t know how to use the product or something!  It looked so fake. I wiped it off as soon as I put it on. I think was probably my error in knowing how to use it.,Color Accuracy Concerns
777,5.0,Amazing brow pen,It looks like real hair and it last all day.,Complete Brow Kit
778,5.0,How easy it is to use and that it doesn’t rub off.,I like how easy it is to use and the price is very fair,Beginner Friendly Use
779,5.0,Fast delivery.  Very happy with it!,Great product!  Love the color and easy to use.  Lasts all day.  Very happy with it.,Complete Brow Kit
780,5.0,Good and easy to use!,Easy to use. Color as shown in picture.,Beginner Friendly Use
781,5.0,"Eyebrow Pen,Microblading Eyebrow Pen Microblade",I loved it. Great quality and easy to use.,Complete Brow Kit
782,5.0,Great eye brow pen!,Great eye brow pen! easy to use and smudge proof...,Complete Brow Kit
783,5.0,my eyebrowz,Eyebrows,Complete Brow Kit
784,5.0,everything works great,"I love mine, works amazing!",Value for Money
785,5.0,"Remember its the makeup, its the person using the makeup 😉",Satisfied customer.,Complete Brow Kit
786,5.0,Love it,Wife loves it thanks,Value for Money
787,5.0,Stays on,My brows are thin I was thinking about getting the micro blade tattoo done instead I thought I’d try this product first.,Complete Brow Kit
788,5.0,Fine sketch eyebrow pen,Great product!!,Complete Brow Kit
789,5.0,Looks natural,"I’m not into the perfectly painted on eyebrows... but I am thinning toward the insides.  This tool is great for a simple, natural look.",Complete Brow Kit
790,1.0,The pen was dry and useless,Nothing about the brow pen is likable.  The pen is dry which makes it hard to use.  If I could send it back for free I would.,Product Drying Out
791,5.0,"Amazing, I LOVE this product!!!","This is an amazing product!!!! I have very thin eyebrows and every time a new product for eyebrows come out, I just have to try it. Then I found this and I am finally done searching. I am going to re-buy this item for sure!!!! It is very easy to use and it doesn't smudge! I tried it as soon as I got it and it looked great. My eyebrows looked thicker and fuller and the color matched my hair color perfectly. I got many compliments on them!",Complete Brow Kit
792,5.0,So impressed with this product!!,"I was a little nervous I wasn’t going to like since the price was so great, but it’s AMAZING! It has great brush like strokes, the color I picked is perfect and it goes on so easy. Very satisfied!",Complete Brow Kit
793,5.0,Would definitely buy again,Absolutely love how easy this was to use and it actually looks natural. The stencils are fantastic!,Beginner Friendly Use
794,5.0,"It's the greatest, will recommend to others","I like that it last all day, my eye brows look great.",Complete Brow Kit
795,5.0,Good buy,Right away i was excited by the quality. Will definitely buy again,Value for Money
